"matchID","gameNumber","roundNumber","roundtype","blueTeam","redTeam","score","distance","pointA","pointB","pointC"
"2405","2","2","Defense","338","337","1","3300","150","0","0"
"2405","3","1","City Center","338","337","-1","0",NULL,NULL,NULL
"2405","3","2","Gardens","338","337","1","0",NULL,NULL,NULL
"2405","3","3","University","338","337","1","0",NULL,NULL,NULL
"2405","4","1","Attack","338","337","3","0","62","337","516"
"2406","1","1","Attack","335","329","1","8232","98","0","0"
"2406","1","2","Defense","335","329","1","8233","158","0","0"
"2406","2","1","Attack","335","329","1","8280","52","0","0"
"2406","2","2","Defense","335","329","1","8281","235","0","0"
"2406","3","1","Gardens","335","329","1","0",NULL,NULL,NULL
"2406","3","2","University","335","329","1","0",NULL,NULL,NULL
"2406","4","1","Attack","335","329","2","2754","96","374","0"
"2406","4","2","Defense","335","329","2","2755","226","390","0"
"2407","1","2","Defense","331","328","0","3311","0","0","0"
"2407","2","1","Attack","331","328","2","0","90","141","0"
"2407","2","2","Defense","331","328","1","0","190","0","0"
"2407","3","1","Gardens","331","328","-1","0",NULL,NULL,NULL
"2407","3","2","University","331","328","-1","0",NULL,NULL,NULL
"2407","4","1","Attack","331","328","3","0","46","133","192"
"2405","1","1","Attack","338","337","1","8364","184","0","0"
"2407","4","2","Defense","331","328","1","9592","223","0","0"
"2407","1","1","Attack","331","328","3","0","100","77","98"
"2408","4","1","Attack","330","331","1","9310","45","0","0"
"2408","3","2","City Center","330","331","1","0",NULL,NULL,NULL
"2408","3","1","University","330","331","1","0",NULL,NULL,NULL
"2408","2","2","Defense","330","331","1","3300","70","0","0"
"2408","1","2","Defense","330","331","0","8920","0","0","0"
"2408","2","1","Attack","330","331","1","0","145","0","0"
"2409","3","3","University","336","333","-1","0",NULL,NULL,NULL
"2409","3","2","Gardens","336","333","1","0",NULL,NULL,NULL
"2409","3","1","City Center","336","333","-1","0",NULL,NULL,NULL
"2409","2","2","Defense","336","333","0","6600","0","0","480"
"2409","2","1","Attack","336","333","1","4600","53","0","0"
"2409","1","2","Defense","336","333","1","6028","187","0","0"
"2409","1","1","Attack","336","333","3","0","65","407","522"
"2410","1","1","Attack","337","334","2","9779","133","401","480"
"2410","1","2","Defense","337","334","1","6631","198","0","0"
"2410","2","1","Attack","337","334","2","0","94","414","0"
"2410","2","2","Defense","337","334","2","0","161","482","0"
"2410","2","3","Attack","337","334","0","3300","0","0","0"
"2410","3","1","Well","337","334","1","0",NULL,NULL,NULL
"2410","3","2","Lighthouse","337","334","-1","0",NULL,NULL,NULL
"2410","3","3","Ruins","337","334","1","0",NULL,NULL,NULL
"2410","4","1","Attack","337","334","2","6673","152","317","0"
"2410","4","2","Defense","337","334","2","6674","64","177","0"
"2410","5","1","Garden","337","334","1","0",NULL,NULL,NULL
"2408","4","2","Defense","330","331","1","9311","151","0","0"
"2409","4","1","Attack","336","333","3","0","81","188","315"
"2409","4","2","Defense","336","333","3","0","205","402","485"
"2410","5","2","Control Center","337","334","1","0",NULL,NULL,NULL
"2408","1","1","Attack","330","331","0","8919","0","0","0"
"2409","4","3","Attack","336","333","0","0","0","0","0"
"2411","4","2","Defense","329","318","2","6911","263","339","0"
"2411","4","1","Attack","329","318","3","0","78","213","406"
"2411","3","2","University","329","318","-1","0",NULL,NULL,NULL
"2411","3","1","City Center","329","318","-1","0",NULL,NULL,NULL
"2411","2","2","Defense","329","318","1","0","107","0","0"
"2411","2","1","Attack","329","318","2","0","98","289","0"
"2411","1","2","Defense","329","318","2","3808","74","164","0"
"2412","4","2","Defense","328","335","2","7160","76","195","0"
"2412","4","1","Attack","328","335","2","7159","54","299","0"
"2412","3","2","Lighthouse","328","335","1","0",NULL,NULL,NULL
"2412","3","1","Ruins","328","335","1","0",NULL,NULL,NULL
"2412","2","2","Defense","328","335","1","3530","111","0","0"
"2412","2","1","Attack","328","335","1","3520","266","0","0"
"2413","4","1","Attack","332","330","3","0","137","310","389"
"2413","3","2","Gardens","332","330","1","0",NULL,NULL,NULL
"2413","3","1","City Center","332","330","1","0",NULL,NULL,NULL
"2413","2","2","Defense","332","330","0","3300","0","0","0"
"2413","2","1","Attack","332","330","2","0","123","348","0"
"2413","1","2","Defense","332","330","2","9202","165","238","0"
"2411","1","1","Attack","329","318","3","0","87","196","471"
"2413","4","2","Defense","332","330","3","0","70","213","509"
"2412","1","2","Defense","328","335","1","5141","74","0","0"
"2412","1","1","Attack","328","335","1","5140","282","0","0"
"2413","1","1","Attack","332","330","3","0","101","294","474"
"2413","4","3","Attack","332","330","0","3300","0","0","0"
"2414","1","2","Defense","333","332","1","9618","78","0","0"
"2414","2","1","Attack","333","332","2","0","55","512","0"
"2414","2","2","Defense","333","332","2","0","168","524","0"
"2414","2","3","Attack","333","332","0","0","0","0","0"
"2414","2","4","Defense","333","332","0","3300","0","0","0"
"2414","3","1","Gardens","333","332","-1","0",NULL,NULL,NULL
"2414","3","2","University","333","332","-1","0",NULL,NULL,NULL
"2414","4","1","Attack","333","332","3","0","71","403","551"
"2414","4","2","Defense","333","332","1","12163","241","0","0"
"2414","5","1","Control Center","333","332","1","0",NULL,NULL,NULL
"2414","5","2","Garden","333","332","1","0",NULL,NULL,NULL
"2415","4","2","Defense","334","336","1","7650","53","0","0"
"2415","4","1","Attack","334","336","1","7649","244","0","0"
"2415","1","2","Defense","334","336","0","7304","0","0","0"
"2415","2","1","Attack","334","336","1","9700","68","0","0"
"2415","2","2","Defense","334","336","1","9710","85","0","0"
"2415","3","1","City Center","334","336","1","0",NULL,NULL,NULL
"2415","3","2","Gardens","334","336","1","0",NULL,NULL,NULL
"2416","1","1","Attack","318","338","2","7502","78","337","0"
"2416","1","2","Defense","318","338","2","7503","106","235","0"
"2416","2","1","Attack","318","338","2","0","153","264","0"
"2416","2","2","Defense","318","338","0","0","0","0","0"
"2416","3","1","City Center","318","338","1","0",NULL,NULL,NULL
"2416","3","2","University","318","338","1","0",NULL,NULL,NULL
"2416","4","1","Attack","318","338","3","0","63","305","357"
"2416","4","2","Defense","318","338","1","12647","281","0","0"
"2416","5","1","Night Market","318","338","-1","0",NULL,NULL,NULL
"2416","5","2","Control Center","318","338","1","0",NULL,NULL,NULL
"2416","5","3","Garden","318","338","1","0",NULL,NULL,NULL
"2415","1","1","Attack","334","336","0","7303","0","0","0"
"2414","1","1","Attack","333","332","1","9617","127","0","0"
"2417","3","3","Gardens","338","332","-1","0",NULL,NULL,NULL
"2417","4","1","Attack","338","332","1","7352","194","0","0"
"2417","4","2","Defense","338","332","1","7353","180","0","0"
"2417","1","2","Defense","338","332","0","5040","0","0","0"
"2417","2","1","Attack","338","332","0","8970","0","0","0"
"2417","2","2","Defense","338","332","0","8980","0","0","0"
"2417","3","1","University","338","332","1","0",NULL,NULL,NULL
"2417","3","2","City Center","338","332","-1","0",NULL,NULL,NULL
"2417","1","1","Attack","338","332","0","5030","0","0","0"
"2418","2","2","Defense","328","329","1","5430","73","0","0"
"2418","3","1","University","328","329","-1","0",NULL,NULL,NULL
"2418","3","2","Gardens","328","329","1","0",NULL,NULL,NULL
"2418","3","3","City Center","328","329","1","0",NULL,NULL,NULL
"2418","2","1","Attack","328","329","1","5420","176","0","0"
"2418","1","2","Defense","328","329","2","9550","177","382","0"
"2418","1","1","Attack","328","329","2","9549","262","412","0"
"2419","2","1","Attack","334","333","2","0","55","443","0"
"2419","1","2","Defense","334","333","1","12565","153","0","0"
"2419","1","1","Attack","334","333","3","0","187","400","504"
"2422","3","2","Well","331","335","-1","0",NULL,NULL,NULL
"2418","4","1","Attack","328","329","2","6596","257","387","0"
"2418","4","2","Defense","328","329","1","9371","91","0","0"
"2419","2","2","Defense","334","333","0","0","0","0","0"
"2419","3","1","Ruins","334","333","1","0",NULL,NULL,NULL
"2419","3","2","Well","334","333","-1","0",NULL,NULL,NULL
"2419","3","3","Lighthouse","334","333","1","0",NULL,NULL,NULL
"2419","4","1","Attack","334","333","3","0","302","371","576"
"2419","4","2","Defense","334","333","3","0","83","208","427"
"2419","4","3","Attack","334","333","0","5575","0","0","0"
"2419","4","4","Defense","334","333","0","5576","0","0","0"
"2419","5","1","Garden","334","333","1","0",NULL,NULL,NULL
"2420","3","3","Ruins","318","332","-1","0",NULL,NULL,NULL
"2420","3","2","Well","318","332","-1","0",NULL,NULL,NULL
"2420","3","1","Lighthouse","318","332","1","0",NULL,NULL,NULL
"2420","2","4","Attack","318","332","0","3300","0","0","0"
"2420","2","3","Defense","318","332","0","0","0","0","0"
"2420","2","2","Defense","318","332","2","0","158","416","0"
"2420","2","1","Attack","318","332","2","0","67","109","0"
"2420","1","4","Defense","318","332","1","2970","56","0","0"
"2420","1","3","Attack","318","332","1","2969","45","0","0"
"2420","1","2","Defense","318","332","3","0","170","264","483"
"2420","1","1","Attack","318","332","3","0","198","318","497"
"2419","5","2","Control Center","334","333","-1","0",NULL,NULL,NULL
"2419","5","3","Night Market","334","333","1","0",NULL,NULL,NULL
"2427","4","2","Defense","333","335","2","8432","125","253","0"
"2421","2","2","Defense","337","336","1","0","225","0","0"
"2421","3","1","Ruins","337","336","-1","0",NULL,NULL,NULL
"2421","3","2","Lighthouse","337","336","1","0",NULL,NULL,NULL
"2421","3","3","Well","337","336","1","0",NULL,NULL,NULL
"2421","4","1","Attack","337","336","1","8936","125","0","0"
"2421","4","2","Defense","337","336","1","8585","84","0","0"
"2421","5","1","Night Market","337","336","-1","0",NULL,NULL,NULL
"2421","5","2","Garden","337","336","-1","0",NULL,NULL,NULL
"2423","2","1","Attack","329","336","2","0","131","329","0"
"2422","3","1","Ruins","331","335","-1","0",NULL,NULL,NULL
"2422","2","2","Defense","331","335","0","0","0","0","0"
"2422","2","1","Attack","331","335","2","0","68","150","0"
"2422","1","2","Defense","331","335","1","9307","180","0","0"
"2422","1","1","Attack","331","335","2","6690","93","338","0"
"2420","4","1","Attack","318","332","2","9089","53","346","0"
"2420","4","2","Defense","318","332","2","9090","174","315","0"
"2420","5","1","Garden","318","332","-1","0",NULL,NULL,NULL
"2420","5","2","Night Market","318","332","-1","0",NULL,NULL,NULL
"2422","4","1","Attack","331","335","3","0","69","149","312"
"2422","4","2","Defense","331","335","0","0","0","0","0"
"2421","1","1","Attack","337","336","1","9398","136","0","0"
"2421","1","2","Defense","337","336","1","9399","220","0","0"
"2421","2","1","Attack","337","336","2","0","217","355","0"
"2423","2","2","Defense","329","336","2","0","55","147","0"
"2423","2","3","Attack","329","336","2","0","76","179","0"
"2423","2","4","Defense","329","336","2","0","52","268","0"
"2423","2","5","Attack","329","336","1","4700","92","0","0"
"2423","2","6","Defense","329","336","0","4900","0","0","0"
"2423","3","1","Gardens","329","336","1","0",NULL,NULL,NULL
"2423","3","2","University","329","336","-1","0",NULL,NULL,NULL
"2423","3","3","City Center","329","336","1","0",NULL,NULL,NULL
"2423","4","1","Attack","329","336","1","8147","269","0","0"
"2423","4","2","Defense","329","336","0","5798","0","0","0"
"2423","5","1","Night Market","329","336","1","0",NULL,NULL,NULL
"2423","1","2","Defense","329","336","1","11473","45","0","0"
"2423","1","1","Attack","329","336","1","11472","177","0","0"
"2423","5","2","Garden","329","336","1","0",NULL,NULL,NULL
"2424","4","2","Defense","328","337","2","9308","66","135","0"
"2424","4","1","Attack","328","337","2","9346","283","424","0"
"2424","3","3","University","328","337","-1","0",NULL,NULL,NULL
"2424","3","2","City Center","328","337","-1","0",NULL,NULL,NULL
"2424","3","1","Gardens","328","337","1","0",NULL,NULL,NULL
"2424","2","3","Defense","328","337","0","3300","0","0","0"
"2424","2","2","Defense","328","337","2","0","97","235","0"
"2424","2","1","Attack","328","337","2","0","207","506","0"
"2424","1","2","Defense","328","337","0","3650","0","0","0"
"2424","1","1","Attack","328","337","0","3640","0","0","0"
"2424","5","1","Garden","328","337","1","0",NULL,NULL,NULL
"2424","5","2","Night Market","328","337","1","0",NULL,NULL,NULL
"2425","2","2","Defense","330","338","2","0","105","219","0"
"2425","2","1","Attack","330","338","2","0","256","328","0"
"2425","1","3","Defense","330","338","0","0","0","0","0"
"2425","1","2","Defense","330","338","3","0","55","191","246"
"2425","1","1","Attack","330","338","3","0","64","396","524"
"2425","2","3","Attack","330","338","1","3790","81","0","0"
"2425","2","4","Defense","330","338","0","0","0","0","0"
"2425","3","1","Well","330","338","-1","0",NULL,NULL,NULL
"2425","3","2","Lighthouse","330","338","-1","0",NULL,NULL,NULL
"2425","4","1","Attack","330","338","3","0","251","339","448"
"2425","4","2","Defense","330","338","1","8048","177","0","0"
"2426","5","2","Night Market","330","318","1","0",NULL,NULL,NULL
"2426","5","1","Garden","330","318","1","0",NULL,NULL,NULL
"2426","4","2","Defense","330","318","0","7301","0","0","0"
"2426","4","1","Attack","330","318","3","0","70","261","149"
"2426","3","3","Well","330","318","1","0",NULL,NULL,NULL
"2426","3","2","Ruins","330","318","-1","0",NULL,NULL,NULL
"2426","3","1","Lighthouse","330","318","1","0",NULL,NULL,NULL
"2426","2","4","Defense","330","318","0","3300","0","0","0"
"2426","2","3","Attack","330","318","0","0","0","0","0"
"2426","2","2","Defense","330","318","2","0","52","96","0"
"2426","2","1","Attack","330","318","2","0","56","415","0"
"2426","1","4","Defense","330","318","1","4477","162","0","0"
"2426","1","3","Attack","330","318","3","0","60","128","212"
"2426","1","2","Defense","330","318","3","0","75","145","397"
"2426","1","1","Attack","330","318","3","0","55","163","467"
"2427","1","1","Attack","333","335","3","0","59","191","290"
"2427","1","2","Defense","333","335","2","6472","168","355","0"
"2427","2","1","Attack","333","335","2","0","117","343","0"
"2427","2","2","Defense","333","335","0","0","0","0","0"
"2427","3","1","Ruins","333","335","-1","0",NULL,NULL,NULL
"2427","3","2","Well","333","335","-1","0",NULL,NULL,NULL
"2427","4","1","Attack","333","335","2","8431","174","390","0"
"2428","4","2","Defense","334","331","0","6892","0","0","0"
"2428","4","1","Attack","334","331","0","6891","0","0","0"
"2428","3","2","Ruins","334","331","1","0",NULL,NULL,NULL
"2428","1","2","Defense","334","331","3","0","36","139","219"
"2428","1","3","Attack","334","331","0","0","0","0","0"
"2428","1","4","Defense","334","331","0","3300","0","0","0"
"2428","2","1","Attack","334","331","0","0","0","0","0"
"2428","2","2","Defense","334","331","0","3300","0","0","0"
"2428","3","1","Well","334","331","1","0",NULL,NULL,NULL
"2428","1","1","Attack","334","331","3","0","133","267","405"
"2429","4","2","Defense","333","337","2","7365","72","299","0"
"2429","4","1","Attack","333","337","3","0","96","215","368"
"2429","3","2","University","333","337","-1","0",NULL,NULL,NULL
"2429","3","1","Gardens","333","337","-1","0",NULL,NULL,NULL
"2429","2","5","Attack","333","337","0","3300","0","0","0"
"2429","1","2","Defense","333","337","2","6584","55","132","0"
"2429","2","1","Attack","333","337","2","0","72","194","0"
"2429","2","2","Defense","333","337","2","0","209","410","0"
"2429","2","3","Defense","333","337","2","0","139","190","0"
"2429","2","4","Attack","333","337","2","0","119","185","0"
"2430","1","2","Defense","335","334","1","12553","246","0","0"
"2430","2","1","Attack","335","334","0","6530","0","0","0"
"2430","2","2","Defense","335","334","0","6540","0","0","0"
"2430","3","1","University","335","334","1","0",NULL,NULL,NULL
"2430","3","2","Gardens","335","334","-1","0",NULL,NULL,NULL
"2430","3","3","City Center","335","334","1","0",NULL,NULL,NULL
"2430","4","1","Attack","335","334","3","0","230","297","514"
"2430","4","2","Defense","335","334","2","7916","262","446","0"
"2429","1","1","Attack","333","337","2","6638","50","261","0"
"2431","2","1","Attack","331","338","2","0","112","265","0"
"2431","2","2","Defense","331","338","1","0","272","0","0"
"2431","3","1","University","331","338","-1","0",NULL,NULL,NULL
"2431","3","2","Gardens","331","338","1","0",NULL,NULL,NULL
"2431","3","3","City Center","331","338","1","0",NULL,NULL,NULL
"2431","4","1","Attack","331","338","2","7455","55","409","0"
"2431","4","2","Defense","331","338","0","8496","0","0","0"
"2430","1","1","Attack","335","334","1","12552","180","0","0"
"2431","1","2","Defense","331","338","2","6649","135","241","0"
"2431","1","1","Attack","331","338","3","0","135","380","513"
"2432","3","2","Lighthouse","337","330","-1","0",NULL,NULL,NULL
"2432","3","1","Well","337","330","-1","0",NULL,NULL,NULL
"2432","2","4","Attack","337","330","0","3860","0","0","0"
"2432","2","3","Defense","337","330","0","3850","0","0","0"
"2432","2","2","Defense","337","330","2","0","62","418","0"
"2432","2","1","Attack","337","330","2","0","99","187","0"
"2432","1","2","Defense","337","330","0","9390","0","0","0"
"2432","1","1","Attack","337","330","1","12348","94","0","0"
"2434","4","1","Attack","332","329","3","0","135","225","351"
"2434","3","2","Ruins","332","329","-1","0",NULL,NULL,NULL
"2434","3","1","Lighthouse","332","329","-1","0",NULL,NULL,NULL
"2434","2","2","Defense","332","329","0","0","0","0","0"
"2434","2","1","Attack","332","329","2","0","204","366","0"
"2434","1","2","Defense","332","329","0","0","0","0","0"
"2434","1","1","Attack","332","329","2","6264","207","432","0"
"2433","2","1","Attack","336","328","2","0","51","358","0"
"2433","2","2","Defense","336","328","1","0","157","0","0"
"2433","3","1","University","336","328","1","0",NULL,NULL,NULL
"2433","3","2","City Center","336","328","-1","0",NULL,NULL,NULL
"2433","3","3","Gardens","336","328","-1","0",NULL,NULL,NULL
"2433","4","1","Attack","336","328","3","0","85","224","318"
"2433","4","2","Defense","336","328","0","7666","0","0","0"
"2434","4","2","Defense","332","329","2","6235","143","294","0"
"2433","1","2","Defense","336","328","1","12593","95","0","0"
"2433","1","1","Attack","336","328","3","0","86","302","452"
"2432","4","1","Attack","337","330","2","8247","69","273","0"
"2432","4","2","Defense","337","330","2","7011","265","430","0"
"2435","3","1","Well","338","335","-1","0",NULL,NULL,NULL
"2435","2","2","Defense","338","335","1","0","157","0","0"
"2435","2","1","Attack","338","335","2","0","74","248","0"
"2435","1","3","Attack","338","335","0","3300","0","0","0"
"2435","1","2","Defense","338","335","3","0","175","385","501"
"2435","1","1","Attack","338","335","3","0","48","184","316"
"2436","4","2","Defense","329","331","2","9130","68","134","0"
"2436","4","1","Attack","329","331","2","9129","102","303","0"
"2436","3","2","Ruins","329","331","-1","0",NULL,NULL,NULL
"2436","3","1","Lighthouse","329","331","-1","0",NULL,NULL,NULL
"2436","2","2","Defense","329","331","1","0","70","0","0"
"2436","2","1","Attack","329","331","2","0","255","485","0"
"2436","1","2","Defense","329","331","2","6428","66","367","0"
"2436","1","1","Attack","329","331","2","6427","245","435","0"
"2435","3","2","Ruins","338","335","-1","0",NULL,NULL,NULL
"2435","4","1","Attack","338","335","3","0","229","425","602"
"2435","4","2","Defense","338","335","2","9075","56","400","0"
"2437","4","1","Attack","334","318","2","8271","99","246","0"
"2437","2","1","Attack","334","318","1","0","190","0","0"
"2437","2","2","Defense","334","318","1","3300","95","0","0"
"2437","3","1","City Center","334","318","1","0",NULL,NULL,NULL
"2437","3","2","Gardens","334","318","1","0",NULL,NULL,NULL
"2437","1","2","Defense","334","318","1","9414","46","0","0"
"2437","1","1","Attack","334","318","1","9413","218","0","0"
"2436","5","1","Garden","329","331","-1","0",NULL,NULL,NULL
"2436","5","2","Night Market","329","331","1","0",NULL,NULL,NULL
"2436","5","3","Control Center","329","331","-1","0",NULL,NULL,NULL
"2437","4","2","Defense","334","318","2","8272","154","273","0"
"2438","4","2","Defense","328","332","0","7601","0","0","0"
"2438","4","1","Attack","328","332","0","7600","0","0","0"
"2438","2","1","Attack","328","332","0","6480","0","0","0"
"2438","2","2","Defense","328","332","0","6490","0","0","0"
"2438","3","1","Ruins","328","332","1","0",NULL,NULL,NULL
"2438","3","2","Well","328","332","1","0",NULL,NULL,NULL
"2438","1","2","Defense","328","332","0","3300","0","0","0"
"2438","1","1","Attack","328","332","0","0","0","0","0"
"2439","1","2","Defense","330","336","0","6720","0","0","0"
"2439","2","1","Attack","330","336","2","0","202","349","0"
"2439","2","2","Defense","330","336","2","0","108","453","0"
"2439","2","3","Defense","330","336","2","0","68","113","0"
"2439","2","4","Attack","330","336","2","0","157","257","0"
"2439","2","5","Defense","330","336","2","0","97","169","0"
"2439","2","6","Attack","330","336","0","0","0","0","0"
"2439","3","1","Gardens","330","336","-1","0",NULL,NULL,NULL
"2439","3","2","City Center","330","336","1","0",NULL,NULL,NULL
"2439","3","3","University","330","336","-1","0",NULL,NULL,NULL
"2439","4","1","Attack","330","336","1","5121","223","0","0"
"2439","4","2","Defense","330","336","1","5122","185","0","0"
"2440","3","2","City Center","318","333","-1","0",NULL,NULL,NULL
"2440","3","1","Gardens","318","333","-1","0",NULL,NULL,NULL
