"matchID","gameNumber","roundtype","team","team-comp","timePlayed","fightsFought","fightsWon","fightsLost"
"2379","4","Attack","328","mercy|zenyatta|dva|reinhardt|roadhog|zarya","3","0","0","0"
"2379","4","Attack","328","mercy|zenyatta|dva|roadhog|winston|zarya","7","0","0","0"
"2379","4","Attack","328","mccree|mercy|zenyatta|dva|winston|zarya","3","0","0","0"
"2379","4","Attack","328","mccree|tracer|mercy|zenyatta|dva|winston","218","4","1","3"
"2379","4","Attack","328","mccree|soldier76|tracer|mercy|dva|winston","13","0","0","0"
"2379","4","Defense","334","pharah|tracer|mercy|zenyatta|dva|winston","284","5","4","1"
"2379","4","Defense","328","pharah|soldier76|mercy|zenyatta|dva|winston","31","1","1","0"
"2379","4","Defense","328","soldier76|tracer|mercy|zenyatta|dva|winston","102","1","0","1"
"2379","4","Attack","334","pharah|tracer|mercy|zenyatta|dva|winston","133","2","1","1"
"2380","1","Attack","330","bastion|hanzo|widowmaker|mercy|orisa|roadhog","110","2","1","1"
"2380","1","Attack","330","bastion|hanzo|reaper|mercy|orisa|roadhog","79","2","1","1"
"2380","1","Attack","330","bastion|pharah|reaper|mercy|orisa|roadhog","36","1","0","0"
"2380","1","Attack","330","bastion|pharah|reaper|mercy|dva|roadhog","84","1","1","0"
"2380","1","Attack","330","bastion|junkrat|reaper|mercy|dva|roadhog","84","2","2","0"
"2380","1","Attack","330","bastion|reaper|soldier76|mercy|dva|roadhog","26","0","0","0"
"2380","1","Defense","329","ana|lucio|dva|roadhog|winston|zarya","119","2","1","1"
"2380","1","Defense","329","junkrat|ana|lucio|dva|winston|zarya","140","3","1","1"
"2380","1","Defense","329","junkrat|soldier76|ana|lucio|dva|winston","44","1","0","1"
"2380","1","Defense","329","widowmaker|soldier76|ana|lucio|dva|winston","1","0","0","0"
"2380","1","Defense","329","widowmaker|soldier76|lucio|zenyatta|dva|winston","1","0","0","0"
"2380","1","Defense","329","widowmaker|soldier76|mercy|zenyatta|dva|winston","88","2","0","2"
"2380","1","Defense","329","sombra|tracer|mercy|zenyatta|dva|winston","15","0","0","0"
"2380","1","Defense","329","sombra|tracer|lucio|mercy|dva|winston","11","0","0","0"
"2380","1","Defense","330","junkrat|widowmaker|mercy|zenyatta|orisa|roadhog","324","6","2","3"
"2380","1","Defense","330","junkrat|widowmaker|mercy|zenyatta|dva|roadhog","109","2","0","2"
"2380","1","Defense","330","junkrat|mccree|mercy|zenyatta|dva|roadhog","7","0","0","0"
"2380","1","Defense","330","junkrat|mccree|mercy|zenyatta|orisa|roadhog","54","1","1","0"
"2380","1","Attack","329","hanzo|widowmaker|reaper|mercy|dva|reinhardt","7","0","0","0"
"2380","1","Attack","329","widowmaker|reaper|ana|mercy|dva|reinhardt","166","3","2","1"
"2380","1","Attack","329","widowmaker|reaper|ana|mercy|dva|winston","228","4","2","1"
"2380","1","Attack","329","widowmaker|reaper|mercy|zenyatta|dva|winston","93","2","1","1"
"2380","2","Attack","330","widowmaker|lucio|mercy|dva|orisa|roadhog","355","5","2","3"
"2380","2","Attack","330","widowmaker|reaper|lucio|mercy|dva|winston","43","1","1","0"
"2380","2","Defense","329","widowmaker|tracer|mercy|zenyatta|dva|orisa","357","7","5","2"
"2380","2","Defense","329","widowmaker|tracer|mercy|zenyatta|dva|winston","2","0","0","0"
"2380","2","Defense","329","genji|tracer|mercy|zenyatta|dva|winston","120","2","0","2"
"2380","2","Defense","330","junkrat|widowmaker|soldier76|mercy|dva|orisa","211","5","1","4"
"2380","2","Defense","330","junkrat|widowmaker|mercy|zenyatta|dva|orisa","14","0","0","0"
"2380","2","Defense","330","junkrat|tracer|mercy|zenyatta|dva|orisa","50","1","0","1"
"2380","2","Defense","330","junkrat|tracer|mercy|zenyatta|dva|winston","78","1","0","1"
"2380","2","Attack","329","genji|tracer|mercy|zenyatta|dva|winston","529","10","8","2"
"2380","2","Defense","330","junkrat|widowmaker|mercy|zenyatta|dva|winston","1","0","0","0"
"2380","2","Defense","329","genji|sombra|tracer|zenyatta|dva|winston","25","0","0","0"
"2380","2","Defense","329","genji|tracer|lucio|zenyatta|dva|winston","22","0","0","0"
"2380","2","Defense","329","mei|genji|tracer|lucio|dva|winston","15","0","0","0"
"2380","2","Defense","330","widowmaker|sombra|mercy|zenyatta|dva|orisa","4","0","0","0"
"2380","2","Defense","330","sombra|tracer|mercy|zenyatta|dva|orisa","3","0","0","0"
"2380","2","Defense","330","sombra|tracer|mercy|zenyatta|dva|winston","120","3","1","2"
"2380","2","Defense","330","sombra|tracer|lucio|mercy|dva|winston","9","0","0","0"
"2380","2","Defense","330","mei|sombra|tracer|lucio|dva|winston","39","0","0","0"
"2380","2","Attack","330","genji|lucio|mercy|dva|orisa|roadhog","30","0","0","0"
"2380","2","Attack","330","genji|lucio|mercy|dva|roadhog|winston","1","0","0","0"
"2380","2","Attack","330","genji|soldier76|lucio|mercy|dva|winston","203","4","2","2"
"2380","2","Defense","329","reaper|tracer|mercy|zenyatta|dva|orisa","7","0","0","0"
"2380","2","Defense","329","reaper|tracer|lucio|zenyatta|dva|orisa","2","0","0","0"
"2380","2","Defense","329","reaper|tracer|ana|lucio|dva|orisa","1","0","0","0"
"2380","2","Defense","329","reaper|tracer|ana|lucio|dva|winston","81","1","0","1"
"2380","3","Lighthouse","330","widowmaker|tracer|lucio|mercy|dva|winston","237","3","1","2"
"2380","3","Lighthouse","329","pharah|tracer|lucio|mercy|dva|winston","230","3","2","1"
"2380","3","Lighthouse","329","sombra|tracer|lucio|mercy|dva|winston","7","0","0","0"
"2380","3","Well","330","junkrat|mccree|lucio|zenyatta|orisa|roadhog","4","0","0","0"
"2380","3","Well","330","junkrat|mccree|mercy|zenyatta|orisa|roadhog","127","3","0","3"
"2380","3","Well","330","junkrat|mccree|mercy|zenyatta|roadhog|winston","5","0","0","0"
"2380","3","Well","330","junkrat|tracer|mercy|zenyatta|roadhog|winston","10","0","0","0"
"2380","3","Well","330","widowmaker|tracer|mercy|zenyatta|roadhog|winston","47","2","1","1"
"2380","3","Well","330","widowmaker|tracer|mercy|zenyatta|dva|winston","18","0","0","0"
"2380","3","Well","330","widowmaker|tracer|lucio|mercy|dva|winston","7","0","0","0"
"2380","3","Well","329","pharah|tracer|lucio|mercy|dva|winston","218","5","4","1"
"2380","4","Attack","330","soldier76|tracer|lucio|mercy|dva|winston","250","7","2","5"
"2380","4","Attack","330","soldier76|tracer|mercy|zenyatta|dva|winston","306","6","2","4"
"2380","4","Defense","329","junkrat|soldier76|ana|mercy|dva|winston","54","2","1","1"
"2380","4","Defense","329","genji|soldier76|ana|mercy|dva|winston","78","2","1","1"
"2380","4","Defense","329","genji|tracer|ana|mercy|dva|winston","125","3","2","1"
"2380","4","Defense","329","genji|tracer|mercy|zenyatta|dva|winston","226","4","3","1"
"2380","4","Defense","330","torbjorn|soldier76|tracer|mercy|dva|winston","114","3","2","1"
"2380","4","Defense","330","mccree|soldier76|tracer|mercy|dva|winston","4","0","0","0"
"2380","4","Defense","330","mccree|tracer|mercy|zenyatta|dva|winston","45","1","0","1"
"2380","4","Defense","330","mccree|soldier76|mercy|zenyatta|dva|winston","99","2","0","2"
"2380","4","Defense","330","mccree|tracer|mercy|zenyatta|dva|reinhardt","2","0","0","0"
"2380","4","Defense","330","mccree|tracer|mercy|zenyatta|reinhardt|zarya","210","4","4","0"
"2380","4","Defense","330","widowmaker|mccree|mercy|zenyatta|reinhardt|zarya","67","2","0","2"
"2380","4","Defense","330","widowmaker|mccree|mercy|zenyatta|winston|zarya","6","0","0","0"
"2380","4","Defense","330","widowmaker|mccree|mercy|zenyatta|dva|winston","22","1","0","1"
"2380","4","Attack","329","pharah|soldier76|lucio|zenyatta|dva|winston","9","0","0","0"
"2380","4","Attack","329","pharah|soldier76|mercy|zenyatta|dva|winston","123","3","1","2"
"2380","4","Attack","329","widowmaker|soldier76|mercy|zenyatta|dva|winston","69","2","2","0"
"2380","4","Attack","329","doomfist|soldier76|mercy|zenyatta|dva|winston","161","3","1","2"
"2380","4","Attack","329","doomfist|soldier76|mercy|zenyatta|winston|zarya","5","0","0","0"
"2380","4","Attack","329","doomfist|tracer|mercy|zenyatta|winston|zarya","1","0","0","0"
"2380","4","Attack","329","doomfist|tracer|mercy|zenyatta|reinhardt|zarya","5","0","0","0"
"2380","4","Attack","329","reaper|tracer|mercy|zenyatta|reinhardt|zarya","80","2","0","2"
"2380","4","Attack","329","mccree|reaper|mercy|zenyatta|reinhardt|zarya","16","0","0","0"
"2380","4","Attack","329","junkrat|mccree|mercy|zenyatta|reinhardt|zarya","81","2","2","0"
"2380","4","Attack","329","junkrat|mccree|lucio|zenyatta|reinhardt|zarya","1","0","0","0"
"2380","4","Attack","329","junkrat|mccree|lucio|zenyatta|dva|reinhardt","18","1","1","0"
"2380","4","Defense","329","pharah|soldier76|ana|mercy|dva|winston","73","2","2","0"
"2381","3","Gardens","335","genji|tracer|lucio|zenyatta|roadhog|winston","9","0","0","0"
"2381","3","Gardens","335","junkrat|tracer|lucio|zenyatta|roadhog|winston","2","0","0","0"
"2381","3","Gardens","335","junkrat|tracer|mercy|zenyatta|roadhog|winston","4","0","0","0"
"2381","3","Gardens","332","bastion|genji|tracer|mercy|dva|winston","1","0","0","0"
"2381","3","Gardens","335","junkrat|mccree|lucio|zenyatta|orisa|roadhog","4","0","0","0"
"2381","3","Gardens","335","junkrat|mccree|mercy|zenyatta|orisa|roadhog","336","6","4","2"
"2381","3","Gardens","335","junkrat|mccree|mercy|zenyatta|roadhog|winston","3","0","0","0"
"2381","3","Gardens","332","genji|tracer|ana|mercy|dva|winston","64","2","1","1"
"2381","3","Gardens","332","genji|tracer|mercy|moira|dva|winston","67","1","1","0"
"2381","3","Gardens","332","genji|tracer|mercy|zenyatta|dva|winston","169","3","1","2"
"2381","3","University","335","junkrat|mccree|mercy|zenyatta|orisa|roadhog","169","4","3","1"
"2381","3","University","335","junkrat|tracer|mercy|zenyatta|orisa|roadhog","5","0","0","0"
"2381","3","University","335","junkrat|tracer|mercy|zenyatta|dva|winston","74","2","0","2"
"2381","3","University","335","junkrat|tracer|lucio|mercy|dva|winston","9","0","0","0"
"2381","3","University","335","reaper|tracer|lucio|mercy|dva|winston","66","1","0","1"
"2381","3","University","335","reaper|tracer|lucio|moira|dva|winston","15","0","0","0"
"2381","3","Gardens","332","mccree|tracer|lucio|zenyatta|dva|winston","4","0","0","0"
"2381","3","Gardens","332","mccree|tracer|mercy|zenyatta|dva|winston","94","1","0","1"
"2381","3","University","335","junkrat|mccree|lucio|zenyatta|orisa|roadhog","5","0","0","0"
"2381","3","University","332","junkrat|mercy|zenyatta|reinhardt|roadhog|zarya","238","5","4","1"
"2381","3","University","332","junkrat|mercy|zenyatta|roadhog|winston|zarya","2","0","0","0"
"2381","3","University","332","tracer|mercy|zenyatta|roadhog|winston|zarya","19","0","0","0"
"2381","3","University","332","genji|mercy|zenyatta|reinhardt|roadhog|zarya","3","0","0","0"
"2381","3","University","332","genji|mccree|mercy|zenyatta|reinhardt|zarya","7","0","0","0"
"2381","3","University","332","genji|tracer|mercy|zenyatta|dva|reinhardt","5","0","0","0"
"2381","3","University","332","genji|tracer|mercy|zenyatta|dva|winston","64","2","0","2"
"2381","2","Attack","335","genji|tracer|mercy|zenyatta|dva|winston","219","4","1","3"
"2381","2","Attack","335","genji|tracer|lucio|mercy|dva|winston","258","5","1","3"
"2381","3","University","332","genji|tracer|lucio|zenyatta|dva|winston","5","0","0","0"
"2381","1","Attack","335","hanzo|widowmaker|tracer|mercy|dva|winston","7","0","0","0"
"2381","1","Attack","335","widowmaker|tracer|mercy|zenyatta|dva|winston","214","4","3","1"
"2381","2","Attack","332","widowmaker|genji|mercy|zenyatta|dva|winston","82","1","1","0"
"2381","2","Attack","332","genji|reaper|mercy|zenyatta|dva|winston","116","2","2","0"
"2381","2","Defense","335","widowmaker|soldier76|tracer|mercy|dva|winston","49","1","0","1"
"2381","2","Defense","335","widowmaker|sombra|tracer|mercy|dva|winston","1","0","0","0"
"2381","2","Defense","335","junkrat|sombra|tracer|mercy|dva|winston","103","2","0","2"
"2381","2","Defense","335","doomfist|sombra|tracer|mercy|dva|winston","45","0","0","0"
"2381","2","Defense","332","widowmaker|genji|mercy|zenyatta|dva|orisa","175","3","2","1"
"2381","2","Defense","332","widowmaker|genji|mercy|zenyatta|dva|winston","16","0","0","0"
"2381","2","Defense","332","genji|tracer|mercy|zenyatta|dva|winston","155","2","1","0"
"2381","2","Defense","332","junkrat|tracer|mercy|zenyatta|dva|winston","150","4","3","1"
"2381","2","Attack","335","widowmaker|tracer|mercy|zenyatta|dva|winston","19","0","0","0"
"2381","1","Defense","335","widowmaker|soldier76|mercy|zenyatta|dva|winston","229","5","2","2"
"2381","1","Defense","332","junkrat|widowmaker|mercy|zenyatta|dva|winston","119","2","1","1"
"2381","1","Defense","332","widowmaker|tracer|mercy|zenyatta|dva|winston","102","2","0","2"
"2381","1","Attack","332","widowmaker|genji|mercy|zenyatta|dva|winston","42","0","0","0"
"2381","1","Attack","332","genji|tracer|mercy|zenyatta|dva|winston","353","8","3","4"
"2381","1","Defense","335","soldier76|tracer|ana|mercy|dva|winston","157","3","2","1"
"2381","1","Defense","335","soldier76|tracer|mercy|zenyatta|dva|winston","9","0","0","0"
"2382","1","Attack","337","genji|tracer|mercy|zenyatta|dva|winston","451","8","5","3"
"2382","1","Defense","331","soldier76|tracer|mercy|zenyatta|dva|winston","334","6","2","4"
"2382","1","Defense","331","junkrat|tracer|mercy|zenyatta|dva|winston","117","2","1","1"
"2382","1","Defense","337","genji|tracer|mercy|zenyatta|dva|winston","368","8","3","4"
"2382","1","Defense","337","widowmaker|genji|mercy|zenyatta|dva|winston","151","3","2","1"
"2382","1","Defense","337","genji|tracer|lucio|zenyatta|dva|winston","25","1","1","0"
"2382","1","Attack","331","widowmaker|pharah|mercy|zenyatta|dva|winston","256","6","2","3"
"2382","1","Attack","331","widowmaker|genji|mercy|zenyatta|dva|winston","126","3","2","1"
"2382","1","Attack","331","genji|tracer|mercy|zenyatta|dva|winston","16","0","0","0"
"2382","1","Attack","331","junkrat|tracer|mercy|zenyatta|dva|winston","85","2","1","1"
"2382","1","Attack","331","junkrat|doomfist|mercy|zenyatta|dva|winston","55","1","0","1"
"2382","1","Attack","331","doomfist|tracer|mercy|zenyatta|dva|winston","6","0","0","0"
"2382","2","Attack","337","genji|tracer|lucio|mercy|dva|winston","54","1","1","0"
"2382","2","Attack","337","genji|tracer|mercy|zenyatta|dva|winston","333","7","1","6"
"2382","2","Attack","337","genji|tracer|zenyatta|zenyatta|dva|winston","16","0","0","0"
"2382","2","Attack","337","widowmaker|genji|mercy|zenyatta|dva|winston","6","0","0","0"
"2382","2","Attack","337","widowmaker|tracer|mercy|zenyatta|dva|winston","73","3","0","3"
"2382","2","Defense","331","junkrat|mccree|mercy|zenyatta|orisa|roadhog","48","1","0","1"
"2382","2","Defense","331","junkrat|mccree|mercy|zenyatta|dva|orisa","3","0","0","0"
"2382","2","Defense","331","junkrat|mccree|mercy|zenyatta|dva|winston","358","7","6","1"
"2382","2","Defense","331","junkrat|widowmaker|mercy|zenyatta|dva|winston","73","3","3","0"
"2382","2","Defense","337","widowmaker|tracer|mercy|zenyatta|dva|orisa","73","2","1","1"
"2382","2","Defense","337","widowmaker|tracer|mercy|zenyatta|dva|winston","1","0","0","0"
"2382","2","Defense","337","genji|tracer|mercy|zenyatta|dva|winston","74","1","0","1"
"2382","2","Defense","337","genji|tracer|mercy|moira|dva|winston","18","0","0","0"
"2382","2","Defense","337","genji|mccree|mercy|moira|dva|winston","9","0","0","0"
"2382","2","Attack","331","pharah|sombra|tracer|mercy|dva|winston","47","1","0","1"
"2382","2","Attack","331","soldier76|sombra|tracer|mercy|dva|winston","33","1","1","0"
"2382","2","Attack","331","soldier76|tracer|mercy|zenyatta|dva|winston","1","0","0","0"
"2382","2","Attack","331","junkrat|tracer|mercy|zenyatta|dva|winston","94","1","1","0"
"2382","3","Gardens","337","pharah|tracer|lucio|mercy|dva|winston","173","3","3","0"
"2382","3","Gardens","331","pharah|tracer|lucio|mercy|dva|winston","173","3","0","3"
"2382","3","City Center","337","pharah|tracer|lucio|mercy|dva|winston","168","3","3","0"
"2382","3","City Center","331","pharah|tracer|lucio|mercy|dva|winston","168","3","0","3"
"2382","4","Attack","337","soldier76|tracer|mercy|zenyatta|dva|reinhardt","47","1","0","1"
"2382","4","Attack","337","genji|tracer|mercy|zenyatta|dva|reinhardt","3","0","0","0"
"2382","4","Attack","337","genji|tracer|mercy|zenyatta|dva|winston","432","9","7","2"
"2382","4","Attack","337","genji|tracer|mercy|dva|winston|zarya","10","0","0","0"
"2382","4","Attack","337","genji|soldier76|tracer|mercy|dva|winston","31","0","0","0"
"2382","4","Defense","331","junkrat|mccree|mercy|zenyatta|dva|winston","287","7","2","5"
"2382","4","Defense","331","junkrat|tracer|mercy|zenyatta|dva|winston","25","0","0","0"
"2382","4","Defense","331","junkrat|mccree|mercy|zenyatta|dva|orisa","116","2","1","1"
"2382","4","Defense","331","junkrat|tracer|mercy|zenyatta|dva|orisa","3","0","0","0"
"2382","4","Defense","331","junkrat|tracer|lucio|mercy|dva|orisa","1","0","0","0"
"2382","4","Defense","331","junkrat|tracer|lucio|mercy|dva|winston","91","1","0","1"
"2382","4","Defense","337","soldier76|tracer|mercy|zenyatta|dva|reinhardt","76","2","0","2"
"2382","4","Defense","337","genji|tracer|mercy|zenyatta|dva|reinhardt","60","1","0","1"
"2382","4","Defense","337","genji|tracer|mercy|zenyatta|dva|winston","79","2","0","2"
"2382","4","Defense","337","genji|mccree|mercy|zenyatta|dva|winston","6","0","0","0"
"2382","4","Defense","337","junkrat|mccree|mercy|zenyatta|dva|winston","3","0","0","0"
"2382","4","Defense","337","junkrat|mccree|mercy|zenyatta|dva|reinhardt","44","1","1","0"
"2382","4","Defense","337","junkrat|mccree|mercy|zenyatta|reinhardt|zarya","105","1","0","1"
"2382","4","Attack","331","junkrat|mccree|mercy|zenyatta|dva|winston","323","7","6","1"
"2382","4","Attack","331","junkrat|mccree|mercy|zenyatta|dva|orisa","112","1","1","0"
"2382","4","Defense","337","pharah|tracer|mercy|zenyatta|dva|reinhardt","62","1","0","1"
"2382","5","Control Center","337","mccree|lucio|zenyatta|dva|reinhardt|zarya","3","0","0","0"
"2382","5","Control Center","337","mccree|mercy|zenyatta|dva|reinhardt|zarya","182","4","3","1"
"2382","5","Control Center","331","junkrat|mccree|lucio|moira|reinhardt|zarya","185","4","1","3"
"2382","5","Night Market","337","genji|tracer|lucio|zenyatta|dva|winston","3","0","0","0"
"2382","5","Night Market","337","genji|tracer|mercy|zenyatta|dva|winston","313","5","2","2"
"2382","5","Night Market","331","junkrat|mccree|lucio|zenyatta|dva|winston","3","0","0","0"
"2382","5","Night Market","331","junkrat|mccree|mercy|zenyatta|dva|winston","124","2","1","0"
"2382","5","Night Market","331","junkrat|genji|mercy|zenyatta|dva|winston","176","3","1","2"
"2382","5","Night Market","331","junkrat|genji|lucio|zenyatta|dva|winston","5","0","0","0"
"2382","5","Night Market","331","genji|tracer|lucio|zenyatta|dva|winston","8","0","0","0"
"2383","4","Attack","336","tracer|tracer|mercy|mercy|dva|winston","5","0","0","0"
"2399","1","Attack","333","bastion|hanzo|widowmaker|mercy|orisa|roadhog","326","7","5","2"
"2383","4","Attack","336","tracer|tracer|mercy|mercy|dva|dva","4","0","0","0"
"2383","4","Defense","318","soldier76|tracer|mercy|zenyatta|dva|winston","53","1","0","1"
"2383","4","Defense","318","mccree|tracer|mercy|zenyatta|dva|winston","22","0","0","0"
"2383","4","Defense","318","soldier76|mercy|mercy|dva|dva|winston","4","0","0","0"
"2383","4","Defense","318","soldier76|mercy|mercy|zenyatta|dva|winston","3","0","0","0"
"2383","4","Defense","318","torbjorn|soldier76|mercy|zenyatta|dva|winston","3","0","0","0"
"2383","4","Attack","336","mccree|pharah|mercy|zenyatta|dva|winston","102","2","2","0"
"2383","4","Attack","336","pharah|tracer|mercy|zenyatta|dva|winston","1","0","0","0"
