"matchID","gameNumber","roundNumber","startTimestamp","fightLength","killCountBlue","killCountRed","ultCountBlue","ultCountRed","ultsUpBlue","ultsUpRed","firstBloodBlue","deathSequence","ultsBlue","ultsRed","tcStringBlue","tcStringRed"
"2375","3","2","17","25","1","4","0","0","0","0","0","B_tracer|B_widowmaker|B_zenyatta|R_widowmaker|B_widowmaker",,,"widowmaker|tracer|mercy|zenyatta|dva|winston","widowmaker|tracer|mercy|zenyatta|dva|winston"
"2375","3","2","68","63","3","7","6","5","4","3","0","B_winston|R_tracer|R_dva|R_zenyatta|B_widowmaker|B_winston|B_tracer|B_dva|B_zenyatta|B_widowmaker","zenyatta|widowmaker|mercy|tracer|winston|zenyatta","widowmaker|mercy|winston|tracer|widowmaker","widowmaker|tracer|mercy|zenyatta|dva|winston","widowmaker|tracer|mercy|zenyatta|dva|winston"
"2375","3","2","149","20","2","5","2","1","0","1","0","B_zenyatta|B_mercy|B_winston|R_widowmaker|B_dva|R_zenyatta|B_widowmaker","mercy|tracer","mercy","widowmaker|tracer|mercy|zenyatta|dva|winston","widowmaker|tracer|mercy|zenyatta|dva|winston"
"2375","3","3","21","20","6","1","0","0","0","0","1","R_zenyatta|R_mercy|R_mccree|B_winston|R_winston|R_dva|R_tracer",,,"mccree|tracer|mercy|zenyatta|dva|winston","mccree|tracer|mercy|zenyatta|dva|winston"
"2375","3","3","67","22","4","1","2","0","2","1","1","R_mccree|R_winston|B_winston|R_mccree|R_dva","tracer|mercy",,"mccree|tracer|mercy|zenyatta|dva|winston","mccree|tracer|mercy|zenyatta|dva|winston"
"2375","3","3","95","27","0","7","2","3","2","4","0","B_zenyatta|B_mercy|B_winston|B_dva|B_tracer|B_zenyatta|B_mccree","mccree|tracer","mccree|tracer|winston","mccree|tracer|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2375","3","3","153","25","1","4","3","1","1","2","0","B_zenyatta|B_mercy|B_tracer|R_tracer|B_mccree","mccree|zenyatta|winston","genji","mccree|tracer|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2375","3","3","207","42","2","12","2","5","2","5","0","B_zenyatta|B_mccree|B_zenyatta|B_mccree|B_winston|B_mccree|R_genji|B_mercy|B_dva|R_tracer|B_zenyatta|B_tracer|B_soldier76|B_winston","mercy|tracer","tracer|winston|zenyatta|mercy|genji","mccree|tracer|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2375","2","1","41","19","4","5","0","1","0","0","1","R_mercy|B_winston|B_tracer|R_widowmaker|R_zenyatta|B_dva|R_junkrat|B_mercy|B_zenyatta",,"widowmaker","genji|tracer|mercy|zenyatta|dva|winston","junkrat|widowmaker|mercy|zenyatta|dva|orisa"
"2375","2","1","80","18","6","2","1","1","1","1","1","R_orisa|B_zenyatta|R_widowmaker|B_genji|R_junkrat|R_zenyatta|R_mercy|R_dva","mercy","junkrat","genji|tracer|mercy|zenyatta|dva|winston","junkrat|widowmaker|mercy|zenyatta|dva|orisa"
"2375","2","1","142","88","16","6","9","6","3","2","1","R_mercy|R_genji|B_genji|B_tracer|R_genji|R_zenyatta|B_zenyatta|R_mercy|R_genji|B_winston|R_zenyatta|B_mercy|R_dva|R_winston|R_mercy|R_tracer|R_zenyatta|R_genji|R_dva|R_lucio|B_genji|R_tracer","zenyatta|genji|winston|mercy|tracer|genji|tracer|zenyatta|winston","zenyatta|mercy|tracer|winston|genji|tracer","genji|tracer|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2375","2","2","25","3","2","1","0","0","0","0","1","R_winston|B_genji|R_mercy",,,"genji|tracer|mercy|zenyatta|dva|winston","junkrat|widowmaker|mercy|zenyatta|dva|winston"
"2375","2","2","57","12","3","3","2","1","1","0","0","B_tracer|B_genji|R_winston|B_winston|R_zenyatta|R_dva","mercy|genji","widowmaker","genji|tracer|mercy|zenyatta|dva|winston","junkrat|widowmaker|mercy|zenyatta|dva|winston"
"2375","2","2","90","54","4","7","4","5","3","3","0","B_winston|R_winston|R_zenyatta|R_zenyatta|B_zenyatta|B_mercy|R_junkrat|B_winston|B_genji|B_dva|B_tracer","tracer|genji|zenyatta|tracer","junkrat|zenyatta|mercy|winston|widowmaker","genji|tracer|mercy|zenyatta|dva|winston","junkrat|widowmaker|mercy|zenyatta|dva|winston"
"2375","2","2","163","27","4","0","2","0","2","0","1","R_junkrat|R_zenyatta|R_widowmaker|R_winston","genji|winston",,"genji|tracer|mercy|zenyatta|dva|winston","junkrat|widowmaker|mercy|zenyatta|dva|winston"
"2375","2","2","215","36","2","7","4","4","3","2","0","B_zenyatta|B_genji|R_tracer|R_mercy|B_winston|B_genji|B_dva|B_tracer|B_mercy","mercy|genji|zenyatta|tracer","zenyatta|mercy|winston|genji","genji|tracer|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2375","2","3","32","29","1","6","0","1","0","0","1","R_dva|B_tracer|B_mercy|B_winston|B_widowmaker|B_zenyatta|B_dva",,"winston","widowmaker|tracer|mercy|zenyatta|dva|winston","widowmaker|tracer|mercy|zenyatta|dva|winston"
"2375","2","3","99","12","6","3","0","1","1","3","0","B_mercy|R_widowmaker|R_mercy|B_zenyatta|R_zenyatta|R_dva|B_winston|R_tracer|R_winston",,"tracer","genji|tracer|mercy|zenyatta|dva|winston","widowmaker|tracer|mercy|zenyatta|dva|winston"
"2375","2","3","150","67","0","16","3","6","2","3","0","B_zenyatta|B_genji|B_zenyatta|B_tracer|B_winston|B_genji|B_dva|B_mercy|B_moira|B_winston|B_tracer|B_dva|B_lucio|B_winston|B_moira|B_junkrat","winston|tracer|genji","winston|zenyatta|mercy|genji|tracer|winston","genji|tracer|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2375","2","4","15","26","2","5","0","0","0","0","0","B_genji|B_genji|R_widowmaker|R_zenyatta|B_winston|B_tracer|B_zenyatta",,,"genji|tracer|mercy|zenyatta|dva|winston","junkrat|widowmaker|mercy|zenyatta|dva|orisa"
"2375","2","4","75","29","0","4","1","0","0","1","0","B_tracer|B_winston|B_mercy|B_zenyatta","winston",,"genji|tracer|mercy|zenyatta|dva|winston","junkrat|widowmaker|mercy|zenyatta|dva|orisa"
"2375","2","4","138","19","3","3","3","2","3","2","0","B_zenyatta|R_zenyatta|B_genji|R_mercy|R_widowmaker|B_winston","mercy|tracer|winston","junkrat|orisa","genji|tracer|mercy|zenyatta|dva|winston","junkrat|widowmaker|mercy|zenyatta|dva|orisa"
"2375","2","4","175","0","0","1","0","0","1","3","0","B_genji",,,"genji|tracer|mercy|zenyatta|dva|winston","junkrat|widowmaker|mercy|zenyatta|dva|orisa"
"2375","2","4","195","16","1","3","1","2","2","2","0","B_zenyatta|R_zenyatta|B_mercy|B_winston","zenyatta","junkrat|mercy","genji|tracer|mercy|zenyatta|dva|winston","junkrat|widowmaker|mercy|zenyatta|dva|orisa"
"2375","2","4","237","30","6","4","1","1","1","1","0","B_tracer|B_zenyatta|R_mercy|R_junkrat|R_widowmaker|R_zenyatta|B_winston|R_orisa|B_zenyatta|R_dva","genji","zenyatta","genji|tracer|mercy|zenyatta|dva|winston","junkrat|widowmaker|mercy|zenyatta|dva|orisa"
"2375","1","1","29","14","5","0","0","0","0","0","1","R_mercy|R_zenyatta|R_genji|R_dva|R_tracer",,,"genji|mccree|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2375","1","1","65","24","1","6","2","3","2","2","1","R_winston|B_zenyatta|B_winston|B_mccree|B_dva|B_genji|B_mccree","mccree|mercy","mercy|tracer|genji","genji|mccree|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2375","1","1","111","7","0","1","1","0","3","1","0","B_winston","mercy",,"genji|mccree|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2375","1","1","134","28","7","2","3","3","4","3","1","R_genji|B_genji|R_tracer|R_dva|R_zenyatta|R_mercy|B_zenyatta|R_genji|R_winston","zenyatta|genji|mccree","tracer|zenyatta|winston","genji|mccree|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2375","1","1","204","17","4","2","3","1","3","1","0","B_zenyatta|R_winston|R_mercy|R_dva|R_genji|B_mccree","mercy|mccree|winston","genji","mccree|tracer|mercy|zenyatta|dva|winston","widowmaker|genji|mercy|zenyatta|dva|winston"
"2375","1","1","245","18","6","0","1","0","2","2","1","R_dva|R_zenyatta|R_genji|R_widowmaker|R_winston|R_mercy","tracer",,"mccree|tracer|mercy|zenyatta|dva|winston","widowmaker|genji|mercy|zenyatta|dva|winston"
"2375","1","1","294","19","2","4","0","0","1","2","0","B_mccree|B_tracer|R_genji|B_winston|B_dva|R_zenyatta",,,"mccree|tracer|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2375","1","1","323","6","0","1","1","1","2","3","0","B_mccree","tracer","tracer","mccree|tracer|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2375","1","1","365","26","7","1","4","1","2","1","0","B_zenyatta|R_tracer|R_winston|R_dva|R_mercy|R_winston|R_tracer|R_zenyatta","mercy|tracer|mccree|winston","genji","mccree|tracer|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2375","1","1","409","38","1","6","2","4","2","4","0","B_zenyatta|B_tracer|R_winston|B_winston|B_mercy|B_mccree|B_dva","tracer|zenyatta","winston|zenyatta|tracer|genji","mccree|tracer|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2375","1","1","474","4","1","1","2","2","1","2","1","R_genji|B_mccree","mccree|mercy","tracer|mercy","mccree|tracer|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2375","1","2","15","5","2","0","0","0","0","0","1","R_genji|R_winston",,,"junkrat|mccree|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2375","1","2","58","23","2","8","2","3","1","2","1","R_winston|B_winston|R_zenyatta|B_junkrat|B_zenyatta|B_mccree|B_junkrat|B_dva|B_winston|B_mercy","mccree|mercy","mercy|genji|tracer","junkrat|mccree|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2375","1","2","104","15","2","1","2","1","2","2","1","R_genji|B_mccree|R_tracer","junkrat|zenyatta","winston","junkrat|mccree|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2375","1","2","127","23","4","0","2","2","2","2","1","R_zenyatta|R_genji|R_mercy|R_winston","mccree|winston","zenyatta|tracer","junkrat|mccree|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2375","1","2","182","2","1","0","0","0","0","2","1","R_genji",,,"junkrat|mccree|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2375","1","2","198","30","1","7","2","2","1","3","1","R_dva|B_mccree|B_zenyatta|B_mccree|B_junkrat|B_mercy|B_winston|B_dva","mccree|zenyatta","zenyatta|tracer","junkrat|mccree|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2375","1","2","247","37","7","2","4","4","1","4","1","R_tracer|R_zenyatta|B_zenyatta|R_winston|B_junkrat|R_mercy|R_zenyatta|R_winston|R_dva","junkrat|winston|zenyatta|mercy","mercy|zenyatta|genji|winston","junkrat|mccree|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2375","4","1","371","56","1","11","4","4","3","2","0","B_mccree|R_winston|B_winston|B_tracer|B_zenyatta|B_mccree|B_winston|B_mercy|B_tracer|B_dva|B_zenyatta|B_winston","tracer|mccree|mercy|winston","mercy|soldier76|tracer|winston","mccree|tracer|mercy|zenyatta|dva|winston","soldier76|tracer|mercy|zenyatta|dva|winston"
"2375","4","1","323","27","1","6","1","2","0","1","0","B_tracer|B_mccree|B_mercy|B_winston|B_zenyatta|R_soldier76|B_dva","zenyatta","winston|tracer","mccree|tracer|mercy|zenyatta|dva|winston","soldier76|tracer|mercy|zenyatta|dva|winston"
"2375","4","1","239","31","7","3","2","2","2","0","1","R_tracer|B_zenyatta|R_dva|B_winston|B_tracer|R_zenyatta|R_tracer|R_winston|R_zenyatta|R_soldier76","mercy|zenyatta","mercy|tracer","soldier76|tracer|mercy|zenyatta|dva|winston","soldier76|tracer|mercy|zenyatta|dva|winston"
"2375","4","1","187","22","1","3","0","1","0","3","0","B_soldier76|R_soldier76|B_mercy|B_tracer",,"tracer","soldier76|tracer|mercy|zenyatta|dva|winston","soldier76|tracer|mercy|zenyatta|dva|winston"
"2375","4","1","130","23","1","6","4","4","4","4","1","R_winston|B_mercy|B_zenyatta|B_winston|B_dva|B_tracer|B_genji","zenyatta|winston|genji|tracer","tracer|mercy|zenyatta|tracer","genji|tracer|mercy|zenyatta|dva|winston","soldier76|tracer|mercy|zenyatta|dva|winston"
"2375","4","1","71","29","2","4","3","2","1","1","1","R_winston|B_dva|B_mercy|B_winston|R_tracer|B_dva","tracer|winston|mercy","tracer|soldier76","genji|tracer|mercy|zenyatta|dva|winston","soldier76|tracer|mercy|zenyatta|dva|winston"
"2375","4","1","25","19","2","5","0","0","0","0","0","B_zenyatta|R_winston|B_mercy|R_tracer|B_genji|B_dva|B_tracer",,,"genji|tracer|mercy|zenyatta|dva|winston","soldier76|tracer|mercy|zenyatta|dva|winston"
"2379","1","2","19","23","1","6","0","1","0","0","0","B_zenyatta|B_tracer|R_genji|B_mercy|B_soldier76|B_winston|B_dva",,"mercy","soldier76|tracer|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2379","1","1","224","31","1","7","4","3","3","4","1","R_widowmaker|B_mccree|B_mercy|B_winston|B_zenyatta|B_mccree|B_dva|B_tracer","mccree|mercy|zenyatta|tracer","widowmaker|mercy|doomfist","mccree|tracer|mercy|zenyatta|dva|winston","widowmaker|doomfist|mercy|zenyatta|dva|winston"
"2379","1","1","174","23","0","3","0","0","1","1","0","B_tracer|B_mccree|B_zenyatta",,,"mccree|tracer|mercy|zenyatta|dva|winston","widowmaker|doomfist|mercy|zenyatta|dva|winston"
"2379","1","1","126","12","0","3","1","2","1","3","0","B_widowmaker|B_dva|B_winston","zenyatta","widowmaker|doomfist","widowmaker|tracer|mercy|zenyatta|dva|winston","widowmaker|doomfist|mercy|zenyatta|dva|winston"
"2379","1","1","62","33","3","5","4","2","1","0","1","R_doomfist|B_winston|B_mercy|R_winston|B_winston|R_doomfist|B_dva|B_tracer","tracer|mercy|widowmaker|tracer","widowmaker|mercy","widowmaker|tracer|mercy|zenyatta|dva|winston","widowmaker|doomfist|mercy|zenyatta|dva|winston"
"2379","2","2","45","15","0","6","0","2","0","2","0","B_mercy|B_zenyatta|B_dva|B_widowmaker|B_junkrat|B_orisa",,"tracer|tracer","junkrat|widowmaker|mercy|zenyatta|dva|orisa","genji|tracer|lucio|zenyatta|dva|winston"
"2379","2","2","23","0","1","0","0","0","0","0","1","R_zenyatta",,,"junkrat|widowmaker|mercy|zenyatta|dva|orisa","genji|tracer|lucio|zenyatta|dva|winston"
"2379","2","1","469","14","2","1","1","1","2","3","1","R_junkrat|B_reaper|R_zenyatta","mercy","mercy","reaper|tracer|mercy|zenyatta|dva|winston","junkrat|tracer|mercy|zenyatta|dva|winston"
"2379","2","1","488","25","4","5","0","0","0","1","1","R_mercy|R_dva|B_mercy|B_zenyatta|R_winston|B_winston|B_reaper|B_dva|R_zenyatta",,,"reaper|tracer|mercy|zenyatta|dva|winston","junkrat|tracer|mercy|zenyatta|dva|winston"
"2379","2","1","447","0","0","1","1","0","2","2","0","B_tracer","winston",,"reaper|tracer|mercy|zenyatta|dva|winston","junkrat|tracer|mercy|zenyatta|dva|winston"
"2379","2","1","411","6","1","4","1","0","1","1","0","B_mercy|B_zenyatta|R_dva|B_tracer|B_reaper","reaper",,"reaper|tracer|mercy|zenyatta|dva|winston","junkrat|tracer|mercy|zenyatta|dva|winston"
"2379","2","1","327","46","3","6","5","4","5","4","1","R_dva|B_tracer|B_zenyatta|R_junkrat|R_winston|B_reaper|B_zenyatta|B_winston|B_mercy","zenyatta|mercy|winston|tracer|reaper","mercy|winston|tracer|zenyatta","reaper|tracer|mercy|zenyatta|dva|winston","junkrat|tracer|mercy|zenyatta|dva|winston"
"2379","2","1","283","24","1","5","0","1","4","4","0","B_mercy|B_reaper|B_tracer|R_tracer|B_dva|B_winston",,"junkrat","reaper|tracer|mercy|zenyatta|dva|winston","junkrat|tracer|mercy|zenyatta|dva|winston"
"2379","2","1","237","16","1","5","1","0","4","3","0","B_winston|B_dva|B_reaper|R_mercy|B_tracer|B_zenyatta","tracer",,"reaper|tracer|mercy|zenyatta|dva|winston","junkrat|tracer|mercy|zenyatta|dva|winston"
"2379","2","1","194","13","1","3","0","1","0","2","0","B_winston|R_zenyatta|B_dva|B_reaper",,"tracer","reaper|tracer|mercy|zenyatta|dva|winston","junkrat|tracer|mercy|zenyatta|dva|winston"
"2379","2","1","125","38","1","6","3","3","3","1","1","R_tracer|B_winston|B_reaper|B_dva|B_winston|B_reaper|B_zenyatta","zenyatta|mercy|tracer","mercy|genji|winston","reaper|tracer|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston"
"2379","2","1","19","6","0","2","0","0","0","0","0","B_zenyatta|B_tracer",,,"widowmaker|tracer|mercy|zenyatta|dva|winston","genji|tracer|ana|mercy|dva|winston"
"2379","2","1","60","40","6","5","2","3","0","1","1","R_dva|B_widowmaker|B_mercy|B_zenyatta|R_mercy|R_ana|B_tracer|R_genji|R_winston|B_dva|R_dva","widowmaker|winston","mercy|tracer|ana","widowmaker|tracer|mercy|zenyatta|dva|winston","genji|tracer|ana|mercy|dva|winston"
"2379","3","2","162","36","1","4","2","3","1","2","0","B_tracer|R_genji|B_zenyatta|B_soldier76|B_dva","winston|tracer","widowmaker|zenyatta|winston","widowmaker|tracer|mercy|zenyatta|dva|winston","widowmaker|genji|mercy|zenyatta|dva|winston"
"2379","3","2","128","17","1","3","1","2","1","4","0","B_widowmaker|B_mercy|B_winston|R_dva","mercy","widowmaker|winston","widowmaker|tracer|mercy|zenyatta|dva|winston","widowmaker|genji|mercy|zenyatta|dva|winston"
"2379","3","2","74","30","4","7","2","1","0","1","0","B_dva|R_widowmaker|B_mercy|R_winston|B_zenyatta|R_zenyatta|B_winston|R_genji|B_widowmaker|B_dva|B_tracer","winston|mercy","mercy","widowmaker|tracer|mercy|zenyatta|dva|winston","widowmaker|genji|mercy|zenyatta|dva|winston"
"2379","3","2","24","6","3","1","0","0","0","0","1","R_mercy|B_dva|R_zenyatta|R_widowmaker",,,"widowmaker|tracer|mercy|zenyatta|dva|winston","widowmaker|genji|mercy|zenyatta|dva|winston"
"2379","3","1","340","24","0","6","0","0","0","0","0","B_mercy|B_winston|B_tracer|B_dva|B_soldier76|B_lucio",,,"soldier76|tracer|lucio|mercy|dva|winston","pharah|tracer|lucio|mercy|dva|winston"
"2379","3","1","267","66","4","10","4","6","1","1","0","B_zenyatta|R_winston|B_dva|R_dva|B_dva|B_mccree|B_zenyatta|B_tracer|B_mercy|R_mercy|B_dva|B_soldier76|R_pharah|B_lucio","tracer|mercy|zenyatta|winston","tracer|pharah|lucio|winston|pharah|tracer","mccree|tracer|mercy|zenyatta|dva|winston","pharah|tracer|lucio|mercy|dva|winston"
"2379","3","1","212","34","7","4","3","4","3","3","1","R_winston|R_tracer|B_dva|R_dva|R_pharah|B_mercy|R_lucio|R_pharah|R_winston|B_tracer|B_mccree","tracer|zenyatta|mccree","mercy|lucio|pharah|winston","mccree|tracer|mercy|zenyatta|dva|winston","pharah|tracer|lucio|mercy|dva|winston"
"2379","3","1","154","30","5","1","2","1","3","3","0","B_mccree|R_dva|R_mercy|R_pharah|R_tracer|R_lucio","mercy|mccree","tracer","mccree|tracer|mercy|zenyatta|dva|winston","pharah|tracer|lucio|mercy|dva|winston"
"2379","3","1","129","10","0","4","1","0","1","2","0","B_zenyatta|B_tracer|B_mercy|B_dva","tracer",,"mccree|tracer|mercy|zenyatta|dva|winston","pharah|tracer|lucio|mercy|dva|winston"
"2379","3","1","33","17","0","6","0","0","0","0","0","B_moira|B_winston|B_dva|B_tracer|B_pharah|B_mercy",,,"pharah|tracer|mercy|moira|dva|winston","pharah|tracer|lucio|mercy|dva|winston"
"2379","3","1","86","16","2","6","0","2","1","3","1","R_mercy|B_winston|B_zenyatta|B_tracer|B_mercy|B_mccree|R_pharah|B_dva",,"tracer|pharah","mccree|tracer|mercy|zenyatta|dva|winston","pharah|tracer|lucio|mercy|dva|winston"
"2379","4","2","85","37","0","8","6","6","3","1","0","B_winston|B_soldier76|B_zenyatta|B_dva|B_winston|B_soldier76|B_mercy|B_tracer","mercy|zenyatta|winston|tracer|soldier76|winston","zenyatta|pharah|mercy|winston|tracer|tracer","soldier76|tracer|mercy|zenyatta|dva|winston","pharah|tracer|mercy|zenyatta|dva|winston"
"2379","4","2","20","37","7","2","0","1","0","0","0","B_pharah|R_pharah|B_winston|R_winston|R_pharah|R_tracer|R_dva|R_zenyatta|R_mercy",,"tracer","pharah|soldier76|mercy|zenyatta|dva|winston","pharah|tracer|mercy|zenyatta|dva|winston"
"2379","4","1","235","46","6","5","4","4","2","1","1","R_winston|B_mccree|R_tracer|R_winston|B_zenyatta|R_pharah|B_winston|R_zenyatta|B_mercy|B_mccree|R_winston","winston|zenyatta|tracer|mccree","mercy|tracer|winston|pharah","mccree|tracer|mercy|zenyatta|dva|winston","pharah|tracer|mercy|zenyatta|dva|winston"
"2379","4","1","169","42","2","7","3","4","3","3","1","R_tracer|B_mccree|B_zenyatta|B_tracer|R_winston|B_mccree|B_winston|B_dva|B_mercy","zenyatta|mccree|mercy","winston|zenyatta|pharah|tracer","mccree|tracer|mercy|zenyatta|dva|winston","pharah|tracer|mercy|zenyatta|dva|winston"
"2379","4","1","117","21","1","5","1","3","1","4","1","R_winston|B_mercy|B_winston|B_zenyatta|B_mccree|B_tracer","tracer","mercy|tracer|pharah","mccree|tracer|mercy|zenyatta|dva|winston","pharah|tracer|mercy|zenyatta|dva|winston"
"2379","4","1","27","15","1","6","0","0","0","1","0","B_moira|B_lucio|R_pharah|B_reinhardt|B_dva|B_roadhog|B_zarya",,,"lucio|moira|dva|reinhardt|roadhog|zarya","pharah|tracer|mercy|zenyatta|dva|winston"
"2379","4","1","71","28","1","5","0","2","0","5","0","B_mccree|B_winston|B_dva|B_tracer|B_zenyatta|R_pharah",,"mercy|pharah","mccree|tracer|mercy|zenyatta|dva|winston","pharah|tracer|mercy|zenyatta|dva|winston"
"2380","1","2","407","29","1","6","2","2","1","2","0","B_widowmaker|B_dva|B_zenyatta|B_junkrat|R_zenyatta|B_mercy|B_roadhog","widowmaker|roadhog","winston|widowmaker","junkrat|widowmaker|mercy|zenyatta|dva|roadhog","widowmaker|reaper|mercy|zenyatta|dva|winston"
"2380","1","2","352","36","3","6","1","3","0","0","0","B_dva|R_reaper|R_winston|B_mercy|R_reaper|B_zenyatta|B_junkrat|B_roadhog|B_dva","roadhog","widowmaker|ana|widowmaker","junkrat|widowmaker|mercy|zenyatta|dva|roadhog","widowmaker|reaper|ana|mercy|dva|winston"
"2380","1","2","285","39","2","7","2","2","0","2","0","B_junkrat|B_roadhog|B_widowmaker|R_reaper|B_zenyatta|B_orisa|B_mercy|B_roadhog|R_mercy","mercy|zenyatta","reaper|winston","junkrat|widowmaker|mercy|zenyatta|orisa|roadhog","widowmaker|reaper|ana|mercy|dva|winston"
"2380","1","2","225","27","5","1","3","1","1","2","0","B_zenyatta|R_reaper|R_widowmaker|R_mercy|R_ana|R_winston","roadhog|junkrat|zenyatta","widowmaker","junkrat|widowmaker|mercy|zenyatta|orisa|roadhog","widowmaker|reaper|ana|mercy|dva|winston"
"2380","1","2","188","14","2","2","1","0","1","1","1","R_winston|B_widowmaker|B_widowmaker|R_widowmaker","widowmaker",,"junkrat|widowmaker|mercy|zenyatta|orisa|roadhog","widowmaker|reaper|ana|mercy|dva|winston"
"2380","1","2","140","26","6","2","3","2","2","2","0","B_roadhog|R_widowmaker|R_widowmaker|B_widowmaker|R_reaper|R_reinhardt|R_dva|R_ana","orisa|roadhog|zenyatta","mercy|reinhardt","junkrat|widowmaker|mercy|zenyatta|orisa|roadhog","widowmaker|reaper|ana|mercy|dva|reinhardt"
"2380","1","2","57","26","1","7","1","1","0","0","0","B_orisa|B_junkrat|R_ana|B_widowmaker|B_roadhog|B_zenyatta|B_junkrat|B_mercy","roadhog","reaper","junkrat|widowmaker|mercy|zenyatta|orisa|roadhog","widowmaker|reaper|ana|mercy|dva|reinhardt"
"2380","1","2","25","11","1","6","0","0","0","0","0","B_junkrat|B_widowmaker|B_orisa|R_reaper|B_mercy|B_zenyatta|B_roadhog",,,"junkrat|widowmaker|mercy|zenyatta|orisa|roadhog","widowmaker|reaper|ana|mercy|dva|reinhardt"
