"matchID","gameNumber","roundtype","team1","team2","teamcomp1","teamcomp2","timePlayed","fights","fightsWonT1","fightsWonT2"
"2379","2","Defense","328","334","junkrat|widowmaker|mercy|zenyatta|dva|orisa","genji|tracer|lucio|zenyatta|dva|winston","59","2","1","1"
"2379","2","Attack","328","334","widowmaker|tracer|mercy|zenyatta|dva|winston","genji|tracer|ana|mercy|dva|winston","79","2","1","1"
"2379","2","Defense","334","328","genji|tracer|ana|mercy|dva|winston","widowmaker|tracer|mercy|zenyatta|dva|winston","79","2","1","1"
"2379","2","Attack","328","334","soldier76|tracer|mercy|zenyatta|dva|winston","genji|tracer|ana|mercy|dva|winston","16","0","0","0"
"2379","2","Defense","334","328","genji|tracer|ana|mercy|dva|winston","soldier76|tracer|mercy|zenyatta|dva|winston","16","0","0","0"
"2379","2","Attack","328","334","soldier76|tracer|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston","16","0","0","0"
"2379","2","Defense","334","328","genji|tracer|mercy|zenyatta|dva|winston","soldier76|tracer|mercy|zenyatta|dva|winston","16","0","0","0"
"2379","2","Attack","328","334","reaper|tracer|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston","65","1","0","1"
"2379","2","Defense","334","328","genji|tracer|mercy|zenyatta|dva|winston","reaper|tracer|mercy|zenyatta|dva|winston","65","1","1","0"
"2379","2","Attack","328","334","reaper|tracer|mercy|zenyatta|dva|winston","junkrat|tracer|mercy|zenyatta|dva|winston","337","8","1","7"
"2379","2","Defense","334","328","junkrat|tracer|mercy|zenyatta|dva|winston","reaper|tracer|mercy|zenyatta|dva|winston","337","8","7","1"
"2379","2","Attack","328","334","reaper|tracer|mercy|zenyatta|dva|winston","junkrat|tracer|lucio|zenyatta|dva|winston","5","0","0","0"
"2379","2","Defense","334","328","junkrat|tracer|lucio|zenyatta|dva|winston","reaper|tracer|mercy|zenyatta|dva|winston","5","0","0","0"
"2379","2","Defense","328","334","junkrat|widowmaker|mercy|zenyatta|dva|orisa","widowmaker|tracer|lucio|mercy|dva|winston","11","0","0","0"
"2379","3","Ruins","328","334","soldier76|tracer|mercy|zenyatta|dva|winston","widowmaker|genji|mercy|zenyatta|dva|winston","74","1","0","1"
"2379","3","Ruins","334","328","widowmaker|genji|mercy|zenyatta|dva|winston","widowmaker|tracer|mercy|zenyatta|dva|winston","160","4","3","1"
"2379","3","Ruins","328","334","widowmaker|tracer|lucio|zenyatta|dva|winston","widowmaker|genji|lucio|zenyatta|dva|winston","3","0","0","0"
"2379","3","Ruins","334","328","widowmaker|genji|lucio|zenyatta|dva|winston","widowmaker|tracer|lucio|zenyatta|dva|winston","3","0","0","0"
"2379","3","Ruins","328","334","widowmaker|tracer|mercy|zenyatta|dva|winston","widowmaker|genji|lucio|zenyatta|dva|winston","1","0","0","0"
"2379","3","Ruins","334","328","widowmaker|genji|lucio|zenyatta|dva|winston","widowmaker|tracer|mercy|zenyatta|dva|winston","1","0","0","0"
"2379","3","Ruins","328","334","widowmaker|tracer|mercy|zenyatta|dva|winston","widowmaker|genji|mercy|zenyatta|dva|winston","160","4","1","3"
"2379","3","Well","328","334","pharah|tracer|lucio|moira|dva|winston","pharah|tracer|lucio|mercy|dva|winston","3","0","0","0"
"2379","3","Well","334","328","pharah|tracer|lucio|mercy|dva|winston","pharah|tracer|lucio|moira|dva|winston","3","0","0","0"
"2379","3","Well","328","334","pharah|tracer|mercy|moira|dva|winston","pharah|tracer|lucio|mercy|dva|winston","57","1","0","1"
"2379","3","Well","334","328","pharah|tracer|lucio|mercy|dva|winston","pharah|tracer|mercy|moira|dva|winston","57","1","1","0"
"2379","3","Well","328","334","mccree|tracer|mercy|moira|dva|winston","pharah|tracer|lucio|mercy|dva|winston","2","0","0","0"
"2379","3","Well","334","328","pharah|tracer|lucio|mercy|dva|winston","mccree|tracer|mercy|moira|dva|winston","2","0","0","0"
"2379","3","Well","328","334","mccree|tracer|mercy|zenyatta|dva|winston","pharah|tracer|lucio|mercy|dva|winston","238","5","2","3"
"2379","3","Well","334","328","pharah|tracer|lucio|mercy|dva|winston","mccree|tracer|mercy|zenyatta|dva|winston","238","5","3","2"
"2379","3","Well","328","334","soldier76|tracer|mercy|zenyatta|dva|winston","pharah|tracer|lucio|mercy|dva|winston","11","0","0","0"
"2379","3","Well","334","328","pharah|tracer|lucio|mercy|dva|winston","soldier76|tracer|mercy|zenyatta|dva|winston","11","0","0","0"
"2379","3","Well","328","334","soldier76|tracer|lucio|mercy|dva|winston","pharah|tracer|lucio|mercy|dva|winston","43","1","0","1"
"2379","3","Well","334","328","pharah|tracer|lucio|mercy|dva|winston","soldier76|tracer|lucio|mercy|dva|winston","43","1","1","0"
"2379","3","Well","328","334","soldier76|tracer|lucio|mercy|dva|zarya","pharah|tracer|lucio|mercy|dva|winston","13","0","0","0"
"2379","3","Well","334","328","pharah|tracer|lucio|mercy|dva|winston","soldier76|tracer|lucio|mercy|dva|zarya","13","0","0","0"
"2379","4","Attack","334","328","pharah|tracer|mercy|zenyatta|dva|winston","pharah|soldier76|mercy|zenyatta|dva|winston","31","1","0","1"
"2379","4","Defense","328","334","pharah|soldier76|mercy|zenyatta|dva|winston","pharah|tracer|mercy|zenyatta|dva|winston","31","1","1","0"
"2379","4","Attack","328","334","mccree|soldier76|tracer|mercy|dva|winston","pharah|tracer|mercy|zenyatta|dva|winston","13","0","0","0"
"2379","4","Defense","334","328","pharah|tracer|mercy|zenyatta|dva|winston","mccree|soldier76|tracer|mercy|dva|winston","13","0","0","0"
"2379","4","Attack","328","334","lucio|moira|dva|reinhardt|roadhog|zarya","pharah|tracer|mercy|zenyatta|dva|winston","40","1","0","1"
"2379","4","Defense","334","328","pharah|tracer|mercy|zenyatta|dva|winston","lucio|moira|dva|reinhardt|roadhog|zarya","40","1","1","0"
"2379","4","Attack","328","334","mercy|zenyatta|dva|reinhardt|roadhog|zarya","pharah|tracer|mercy|zenyatta|dva|winston","3","0","0","0"
"2379","4","Defense","334","328","pharah|tracer|mercy|zenyatta|dva|winston","mercy|zenyatta|dva|reinhardt|roadhog|zarya","3","0","0","0"
"2379","4","Attack","328","334","mercy|zenyatta|dva|roadhog|winston|zarya","pharah|tracer|mercy|zenyatta|dva|winston","7","0","0","0"
"2379","4","Defense","334","328","pharah|tracer|mercy|zenyatta|dva|winston","mercy|zenyatta|dva|roadhog|winston|zarya","7","0","0","0"
"2379","4","Attack","328","334","mccree|mercy|zenyatta|dva|winston|zarya","pharah|tracer|mercy|zenyatta|dva|winston","3","0","0","0"
"2379","4","Defense","334","328","pharah|tracer|mercy|zenyatta|dva|winston","mccree|mercy|zenyatta|dva|winston|zarya","3","0","0","0"
"2379","4","Attack","328","334","mccree|tracer|mercy|zenyatta|dva|winston","pharah|tracer|mercy|zenyatta|dva|winston","218","4","1","3"
"2379","4","Defense","334","328","pharah|tracer|mercy|zenyatta|dva|winston","mccree|tracer|mercy|zenyatta|dva|winston","218","4","3","1"
"2380","1","Defense","329","330","widowmaker|soldier76|mercy|zenyatta|dva|winston","bastion|pharah|reaper|mercy|dva|roadhog","4","0","0","0"
"2380","1","Attack","330","329","bastion|pharah|reaper|mercy|dva|roadhog","widowmaker|soldier76|lucio|zenyatta|dva|winston","1","0","0","0"
"2380","1","Defense","329","330","widowmaker|soldier76|lucio|zenyatta|dva|winston","bastion|pharah|reaper|mercy|dva|roadhog","1","0","0","0"
"2380","1","Attack","330","329","bastion|pharah|reaper|mercy|dva|roadhog","widowmaker|soldier76|mercy|zenyatta|dva|winston","4","0","0","0"
"2380","1","Attack","330","329","bastion|pharah|reaper|mercy|dva|roadhog","widowmaker|soldier76|ana|lucio|dva|winston","1","0","0","0"
"2380","1","Defense","329","330","widowmaker|soldier76|ana|lucio|dva|winston","bastion|pharah|reaper|mercy|dva|roadhog","1","0","0","0"
"2380","1","Defense","329","330","junkrat|ana|lucio|dva|winston|zarya","bastion|pharah|reaper|mercy|dva|roadhog","34","0","0","0"
"2380","1","Attack","330","329","bastion|pharah|reaper|mercy|dva|roadhog","junkrat|soldier76|ana|lucio|dva|winston","44","1","1","0"
"2380","1","Defense","329","330","junkrat|soldier76|ana|lucio|dva|winston","bastion|pharah|reaper|mercy|dva|roadhog","44","1","0","1"
"2380","1","Defense","329","330","junkrat|ana|lucio|dva|winston|zarya","bastion|pharah|reaper|mercy|orisa|roadhog","36","1","0","0"
"2380","1","Attack","330","329","bastion|pharah|reaper|mercy|dva|roadhog","junkrat|ana|lucio|dva|winston|zarya","34","0","0","0"
"2380","1","Attack","330","329","bastion|pharah|reaper|mercy|orisa|roadhog","junkrat|ana|lucio|dva|winston|zarya","36","1","0","0"
"2380","1","Attack","330","329","bastion|hanzo|reaper|mercy|orisa|roadhog","junkrat|ana|lucio|dva|winston|zarya","70","2","1","1"
"2380","1","Defense","329","330","junkrat|ana|lucio|dva|winston|zarya","bastion|hanzo|reaper|mercy|orisa|roadhog","70","2","1","1"
"2380","1","Defense","330","329","junkrat|mccree|mercy|zenyatta|orisa|roadhog","widowmaker|reaper|mercy|zenyatta|dva|winston","54","1","1","0"
"2380","1","Attack","329","330","widowmaker|reaper|mercy|zenyatta|dva|winston","junkrat|mccree|mercy|zenyatta|orisa|roadhog","54","1","0","1"
"2380","1","Attack","330","329","bastion|hanzo|widowmaker|mercy|orisa|roadhog","ana|lucio|dva|roadhog|winston|zarya","110","2","1","1"
"2380","1","Defense","329","330","ana|lucio|dva|roadhog|winston|zarya","bastion|hanzo|widowmaker|mercy|orisa|roadhog","110","2","1","1"
"2380","1","Attack","330","329","bastion|hanzo|reaper|mercy|orisa|roadhog","ana|lucio|dva|roadhog|winston|zarya","9","0","0","0"
"2380","1","Defense","329","330","ana|lucio|dva|roadhog|winston|zarya","bastion|hanzo|reaper|mercy|orisa|roadhog","9","0","0","0"
"2380","1","Defense","330","329","junkrat|mccree|mercy|zenyatta|dva|roadhog","widowmaker|reaper|mercy|zenyatta|dva|winston","7","0","0","0"
"2380","1","Attack","329","330","widowmaker|reaper|mercy|zenyatta|dva|winston","junkrat|mccree|mercy|zenyatta|dva|roadhog","7","0","0","0"
"2380","1","Attack","329","330","widowmaker|reaper|mercy|zenyatta|dva|winston","junkrat|widowmaker|mercy|zenyatta|dva|roadhog","32","1","1","0"
"2380","1","Defense","330","329","junkrat|widowmaker|mercy|zenyatta|orisa|roadhog","hanzo|widowmaker|reaper|mercy|dva|reinhardt","7","0","0","0"
"2380","1","Attack","329","330","hanzo|widowmaker|reaper|mercy|dva|reinhardt","junkrat|widowmaker|mercy|zenyatta|orisa|roadhog","7","0","0","0"
"2380","1","Defense","330","329","junkrat|widowmaker|mercy|zenyatta|orisa|roadhog","widowmaker|reaper|ana|mercy|dva|reinhardt","166","3","1","2"
"2380","1","Attack","329","330","widowmaker|reaper|ana|mercy|dva|reinhardt","junkrat|widowmaker|mercy|zenyatta|orisa|roadhog","166","3","2","1"
"2380","1","Defense","330","329","junkrat|widowmaker|mercy|zenyatta|orisa|roadhog","widowmaker|reaper|ana|mercy|dva|winston","151","3","1","1"
"2380","1","Attack","329","330","widowmaker|reaper|ana|mercy|dva|winston","junkrat|widowmaker|mercy|zenyatta|orisa|roadhog","151","3","1","1"
"2380","1","Defense","330","329","junkrat|widowmaker|mercy|zenyatta|dva|roadhog","widowmaker|reaper|ana|mercy|dva|winston","77","1","0","1"
"2380","1","Attack","329","330","widowmaker|reaper|ana|mercy|dva|winston","junkrat|widowmaker|mercy|zenyatta|dva|roadhog","77","1","1","0"
"2380","1","Defense","330","329","junkrat|widowmaker|mercy|zenyatta|dva|roadhog","widowmaker|reaper|mercy|zenyatta|dva|winston","32","1","0","1"
"2380","2","Attack","329","330","genji|tracer|mercy|zenyatta|dva|winston","junkrat|tracer|mercy|zenyatta|dva|winston","78","1","1","0"
"2380","2","Attack","329","330","genji|tracer|mercy|zenyatta|dva|winston","junkrat|widowmaker|mercy|zenyatta|dva|winston","1","0","0","0"
"2380","2","Defense","330","329","junkrat|tracer|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston","78","1","0","1"
"2380","2","Defense","329","330","genji|tracer|lucio|zenyatta|dva|winston","widowmaker|lucio|mercy|dva|orisa|roadhog","22","0","0","0"
"2380","2","Attack","330","329","widowmaker|lucio|mercy|dva|orisa|roadhog","mei|genji|tracer|lucio|dva|winston","15","0","0","0"
"2380","2","Defense","329","330","mei|genji|tracer|lucio|dva|winston","widowmaker|lucio|mercy|dva|orisa|roadhog","15","0","0","0"
"2380","2","Defense","330","329","junkrat|widowmaker|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston","1","0","0","0"
"2380","2","Attack","329","330","genji|tracer|mercy|zenyatta|dva|winston","widowmaker|sombra|mercy|zenyatta|dva|orisa","4","0","0","0"
"2380","2","Defense","330","329","sombra|tracer|mercy|zenyatta|dva|orisa","genji|tracer|mercy|zenyatta|dva|winston","3","0","0","0"
"2380","2","Attack","329","330","genji|tracer|mercy|zenyatta|dva|winston","sombra|tracer|mercy|zenyatta|dva|orisa","3","0","0","0"
"2380","2","Defense","330","329","sombra|tracer|mercy|zenyatta|dva|winston","genji|tracer|mercy|zenyatta|dva|winston","120","3","1","2"
"2380","2","Attack","329","330","genji|tracer|mercy|zenyatta|dva|winston","sombra|tracer|mercy|zenyatta|dva|winston","120","3","2","1"
"2380","2","Defense","330","329","sombra|tracer|lucio|mercy|dva|winston","genji|tracer|mercy|zenyatta|dva|winston","9","0","0","0"
"2380","2","Attack","329","330","genji|tracer|mercy|zenyatta|dva|winston","sombra|tracer|lucio|mercy|dva|winston","9","0","0","0"
"2380","2","Defense","330","329","mei|sombra|tracer|lucio|dva|winston","genji|tracer|mercy|zenyatta|dva|winston","39","0","0","0"
"2380","2","Attack","329","330","genji|tracer|mercy|zenyatta|dva|winston","mei|sombra|tracer|lucio|dva|winston","39","0","0","0"
"2380","2","Attack","330","329","widowmaker|lucio|mercy|dva|orisa|roadhog","genji|tracer|mercy|zenyatta|dva|winston","77","1","1","0"
"2380","2","Defense","329","330","genji|tracer|mercy|zenyatta|dva|winston","widowmaker|lucio|mercy|dva|orisa|roadhog","77","1","0","1"
"2380","2","Attack","330","329","widowmaker|lucio|mercy|dva|orisa|roadhog","genji|sombra|tracer|zenyatta|dva|winston","25","0","0","0"
"2380","2","Defense","329","330","genji|sombra|tracer|zenyatta|dva|winston","widowmaker|lucio|mercy|dva|orisa|roadhog","25","0","0","0"
"2380","2","Attack","330","329","widowmaker|lucio|mercy|dva|orisa|roadhog","genji|tracer|lucio|zenyatta|dva|winston","22","0","0","0"
"2380","2","Attack","330","329","widowmaker|lucio|mercy|dva|orisa|roadhog","widowmaker|tracer|mercy|zenyatta|dva|orisa","214","4","1","3"
"2380","2","Defense","329","330","widowmaker|tracer|mercy|zenyatta|dva|orisa","widowmaker|lucio|mercy|dva|orisa|roadhog","214","4","3","1"
"2380","2","Attack","330","329","genji|lucio|mercy|dva|orisa|roadhog","widowmaker|tracer|mercy|zenyatta|dva|orisa","30","0","0","0"
"2380","2","Defense","329","330","widowmaker|tracer|mercy|zenyatta|dva|orisa","genji|lucio|mercy|dva|orisa|roadhog","30","0","0","0"
"2380","2","Attack","330","329","genji|lucio|mercy|dva|roadhog|winston","widowmaker|tracer|mercy|zenyatta|dva|orisa","1","0","0","0"
"2380","2","Defense","329","330","widowmaker|tracer|mercy|zenyatta|dva|orisa","genji|lucio|mercy|dva|roadhog|winston","1","0","0","0"
"2380","2","Attack","330","329","genji|soldier76|lucio|mercy|dva|winston","widowmaker|tracer|mercy|zenyatta|dva|orisa","112","3","1","2"
"2380","2","Defense","329","330","widowmaker|tracer|mercy|zenyatta|dva|orisa","genji|soldier76|lucio|mercy|dva|winston","112","3","2","1"
"2380","2","Attack","330","329","genji|soldier76|lucio|mercy|dva|winston","reaper|tracer|mercy|zenyatta|dva|orisa","7","0","0","0"
